Updated on:,21/09/2023,,Contact:,Food Statistics Branch - Tel 020 8026 3006  Email: familyfood@defra.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,
Next update:,September 2024,,Source:,Living Costs and Food Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Units:,pence per person per week,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure on household and eating out food & drink by income decile (equivalised income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average pence per person per week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decile 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Description,,,,Units,2001-02,2002-03,2003-04,2004-05,2005-06,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,201516,201617,201718,201819,201920,202021,202122,RSE indicator(a),% change since 201819,sig(b),trend since 201819(c)
,ALL PURCHASES OF FOOD AND DRINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Food and drink,,,,p,2083,2044,2125,2314,2247,2247,2289,2308,2368,2493,2574,2767,2694,2754,2714,2729,2781,2876,3096,3326,3060,2831,û,-7,,
,Food and non-alcoholic drinks,,,,p,1826,1782,1830,2014,1970,1979,2006,2063,2092,2180,2287,2435,2432,2477,2447,2444,2442,2555,2731,2950,2766,2505,û,-7,,
,Alcoholic drinks,,,,p,257,262,295,300,277,268,283,245,276,313,287,332,262,278,267,285,338,321,365,376,294,326,û,-9,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
,PURCHASES FOR CONSUMPTION OUTSIDE THE HOME,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
eo90001,Food and drink,,,,p,442,468,491,536,532,543,500,424,509,521,497,542,461,573,450,442,586,558,652,654,184,362,,-43,yes,m
eo90002,Food and non-alcoholic drinks,,,,p,312,323,336,372,393,395,361,325,366,398,368,418,370,439,379,370,477,444,536,542,158,274,,-48,yes,m
eo90003,Alcoholic drinks,,,,p,129,145,155,165,140,148,140,99,142,123,128,124,92,135,71,72,110,114,116,112,26,87,û,-24,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
,PURCHASES FOR HOUSEHOLD SUPPLIES,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
cat108,Food and drink,,,,p,1641,1576,1634,1778,1715,1704,1788,1883,1859,1972,2077,2225,2233,2181,2264,2287,2194,2318,2444,2672,2876,2469,ü,2,,
cat105,Food and non-alcoholic drinks,,,,p,1513,1459,1494,1642,1578,1584,1645,1737,1725,1782,1918,2017,2062,2038,2067,2075,1965,2111,2195,2408,2608,2231,ü,3,,
380389,Alcoholic drinks,,,,p,128,117,139,136,138,120,143,146,133,190,159,208,170,143,197,212,229,206,249,264,268,238,,-3,,
cat106,"Food and drink, excluding soft drinks, alcoholic drinks and confectionery",,,,p,1381,1336,1367,1497,1446,1449,1511,1597,1582,1636,1768,1851,1902,1852,1898,1902,1785,1949,1990,2185,2304,2047,ü,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
,DETAILS OF PURCHASES FOR HOUSEHOLD SUPPLIES,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,
